['trans_id', 'trans_datetime', 'product_id', 'user_id', 'store_id', 'trans_long', 'trans_lat']
dab609e895be11eb97ef342eb777ec1d,1612315581630218,dac66eb095be11eb8290342eb777ec1d,dace37c095be11eba8f1342eb777ec1d,dad6f81595be11eba655342eb777ec1d,-27.27958375888806,152.30309820352716
dab609e995be11eb8d05342eb777ec1d,1609874968360853,dac66eb195be11ebaf62342eb777ec1d,dace37c195be11eb8266342eb777ec1d,dad6f81695be11eb8f00342eb777ec1d,30.235645472378366,30.377819068121937
dab609ea95be11eb927e342eb777ec1d,1610867326136297,dac66eb295be11eb8379342eb777ec1d,dace37c295be11eba4e1342eb777ec1d,dad6f81795be11eb9785342eb777ec1d,-12.121200866576345,-65.93774418054677
dab609eb95be11ebacc5342eb777ec1d,1612980339715340,dac66eb395be11ebb4bb342eb777ec1d,dace37c395be11eba1fb342eb777ec1d,dad6f81895be11eb8536342eb777ec1d,69.4528419591741,-4.729001515479354
dab609ec95be11eb84e1342eb777ec1d,1614925429294153,dac66eb495be11eb8f07342eb777ec1d,dace37c495be11eb970b342eb777ec1d,dad6f81995be11eba6ac342eb777ec1d,-5.566780194384236,-13.400901190453595
dab609ed95be11eb9f4a342eb777ec1d,1611028039304467,dac66eb595be11ebb748342eb777ec1d,dace37c595be11eba4a6342eb777ec1d,dad6f81a95be11eb98aa342eb777ec1d,5.394730113942003,-177.12947109645563
dab609ee95be11eb901c342eb777ec1d,1615034033423404,dac66eb695be11eba8ee342eb777ec1d,dace37c695be11ebadd1342eb777ec1d,dad6f81b95be11eb8ace342eb777ec1d,-69.31548456910517,-68.30297780292169
dab609ef95be11ebb967342eb777ec1d,1616991166407875,dac66eb795be11eb87c9342eb777ec1d,dace37c795be11ebbf29342eb777ec1d,dad6f81c95be11eb8319342eb777ec1d,-89.18412788935294,-80.8351992595772
dab609f095be11eb855d342eb777ec1d,1615506349801211,dac66eb895be11eba2c1342eb777ec1d,dace37c895be11eb92e0342eb777ec1d,dad6f81d95be11ebac3a342eb777ec1d,30.195391605868707,165.89051294998103
dab609f195be11ebaeab342eb777ec1d,1616088894294182,dac66eb995be11eb9810342eb777ec1d,dace37c995be11eb8343342eb777ec1d,dad6f81e95be11eb9385342eb777ec1d,22.857817924930046,106.38022082864751
dab609f295be11eba50b342eb777ec1d,1609518057961199,dac66eba95be11eb9657342eb777ec1d,dace37ca95be11ebbbac342eb777ec1d,dad6f81f95be11eb98fe342eb777ec1d,16.377874423411058,-106.24263866584762
dab609f395be11eb9805342eb777ec1d,1617110398791498,dac66ebb95be11eb827b342eb777ec1d,dace37cb95be11eb942c342eb777ec1d,dad6f82095be11ebac2d342eb777ec1d,-19.978316265119233,93.70194530259721
dab609f495be11eb878f342eb777ec1d,1615706786892794,dac66ebc95be11eb82c5342eb777ec1d,dace37cc95be11eba864342eb777ec1d,dad6f82195be11eba8bc342eb777ec1d,-68.57363414541028,146.87055908008244
